Name,Set,Types,Cost,Text,Actions / Villagers,Cards,Buys,Coins / Coffers,Trash / Return,Exile,Junk,Gain,Victory Points
Pickaxe,Plunder,Treasure,,"Trash a card from your hand. If it costs or more, gain a Loot to your hand.",,1?,,+1,1,,,1?,
Pilgrim,Plunder,Action,,"+4 Cards
Put a card from your hand onto your deck.",,"+4,-1",,,,,,,
Pious,Plunder,Trait,,"When you gain a Pious card, you may trash a card from your hand.",,,,,1?,,,,
Prepare,Plunder,Event,,"Set aside your hand face up.
At the start of your next turn, play those Actions and Treasures in any order, then discard the rest.",N PX,,,,,,,,
Prize Goat,Plunder,Treasure - Loot,,"+1 Buy
You may trash a card from your hand.",,,+1,+3,1?,,,,
Prosper,Plunder,Event,,"Gain a Loot, plus any number of differently named Treasures.",,,,,,,,X,
Puzzle Box,Plunder,Treasure - Loot,,"+1 Buy
You may set aside a card from your hand face down. Put it into your hand at end of turn.",,+1,+1,+3,,,,,
Quartermaster,Plunder,Action - Duration,,"At the start of each of your turns for the rest of the game, choose one: Gain a card costing up to , setting it aside on this; or put a card from this into your hand.",,**+1?,,,,,,**1?,
Reckless,Plunder,Trait,,"Follow the instructions of played Reckless cards twice. When discarding one from play, return it to its pile.",,,,,1,,,,
Rich,Plunder,Trait,,"When you gain a Rich card, gain a Silver.",,,,,,,,1,
Rope,Plunder,Treasure - Duration,,"+1 Buy
At the start of your next turn, +1 Card and you may trash a card from your hand.",,N+1,+1,+1,N1?,,,,
Rush,Plunder,Event,,"+1 Buy
The next time you gain an Action card this turn, play it.",P1?,,+1,,,,,,
Sack of Loot,Plunder,Treasure,,"+1 Buy
Gain a Loot.",,,+1,+1,,,,1,
Scrounge,Plunder,Event,,"Choose one: Trash a card from your hand; or gain an Estate from the trash, and if you did, gain a card costing up to .",,,,,1?,,,2?,
Search,Plunder,Action - Duration,,"+
The next time a Supply pile empties, trash this and gain a Loot.",,,,2,,,,,
Secluded Shrine,Plunder,Action - Duration,,"+
The next time you gain a Treasure, trash up to 2 cards from your hand.",,,,1,2,,,,
Sextant,Plunder,Treasure - Loot,,"+1 Buy
Look at the top 5 cards of your deck. Discard any number. Put the rest back in any order.",,,+1,+3,,,,,
Shaman,Plunder,Action,,"+1 Action
+
You may trash a card from your hand.
In games using this, at the start of your turn, gain a card from the trash costing up to .",,,,1,1,,?,?,
Shield,Plunder,Treasure - Reaction - Loot,,"+1 Buy
When another player plays an Attack, you may first reveal this from your hand to be unaffected.",,,+1,+3,,,,,
Shy,Plunder,Trait,,"At the start of your turn, you may discard one Shy card for +2 Cards.",,+2?,,,,,,,
Silver Mine,Plunder,Treasure,,Gain a Treasure costing less than this to your hand.,,+1,,,,,,1,
Siren,Plunder,Action - Duration - Attack,,"Each other player gains a Curse. At the start of your next turn, draw until you have 8 cards in hand.When you gain this, trash it unless you trash an Action from your hand.",,=8,,,1?,,1,,
Spell Scroll,Plunder,Action - Treasure - Loot,,"Trash this to gain a cheaper card. If it's an Action or Treasure, you may play it.",,,,,Self,,,1,
Staff,Plunder,Treasure - Loot,,"+1 Buy
You may play an Action from your hand.",P1,,+1,+3,,,,,
Stowaway,Plunder,Action - Duration - Reaction,,"At the start of your next turn, +2 Cards.When anyone gains a Duration card, you may play this from your hand.",,+2,,,,,,,
Swamp Shacks,Plunder,Action,,"+2 Actions
+1 Card per 3 cards you have in play (round down).",+2,+X,,,,,,,
Sword,Plunder,Treasure - Attack - Loot,,"+1 Buy
Each other player discards down to 4 cards in hand.",,,+1,+3,,,,,
Taskmaster,Plunder,Action - Duration,,"+1 Action, +, and if you gain a card costing exactly this turn, then at the start of your next turn, repeat this ability.",1+?,,,1+?,,,,,
Tireless,Plunder,Trait,,"When you discard a Tireless card from play, set it aside, and put it onto your deck at end of turn.",,,,,,,,,
Tools,Plunder,Treasure,,Gain a copy of a card anyone has in play.,,,,,,,,1,
Trickster,Plunder,Action - Attack,,"Each other player gains a Curse.
Once this turn, when you discard a Treasure from play, you may set it aside. Put it in your hand at end of turn.",,*+1?,,,,,1,,
Wealthy Village,Plunder,Action,,"+1 Card
+2 Actions
When you gain this, if you have at least 3 differently named Treasures in play, gain a Loot.",+2,+1,,,,,,*1?,
Avanto,Promo,Action,,"+3 Cards
You may play a Sauna from your hand.",P1?,+3,,,,,,,
Black Market,Promo,Action,,"+
 Reveal the top 3 cards of the Black Market deck. Play any number of Treasures from your hand. You may buy one of the revealed cards. Put the rest on the bottom of the Black Market deck in any order.Setup: Make a Black Market deck out of different unused Kingdom cards.",,,,+,,,,,
Captain,Promo,Action - Duration - Command,,"Now and at the start of your next turn:
Play a non-Duration non-Command Action card from the Supply costing up to , leaving it there.","P1, N P1",,,,,,,,
Church,Promo,Action - Duration,,"+1 Action
Set aside up to 3 cards from your hand face down. At the start of your next turn, put them into your hand, then you may trash a card from your hand.",+1,"-0-3, N +0-3",,,N 1?,,,,
Dismantle,Promo,Action,,"Trash a card from your hand. If it costs or more, gain a cheaper card and a Gold.",,,,,1,,,2?,
Envoy,Promo,Action,,Reveal the top 5 cards of your deck. The player to your left chooses one. Discard that one and put the rest into your hand.,,+4,,,,,,,
Governor,Promo,Action,,"+1 Action
Choose one; you get the version in parentheses: Each player gets +1 (+3) Cards; or each player gains a Silver (Gold); or each player may trash a card from their hand and gain a card costing exactly () more.",+1,+3?,,,1?,,,1?,
Prince,Promo,Action - Duration,,"You may set aside (on this) a non-Duration non-Command Action card from your hand costing up to . 
At the start of each of your turns, play that card, leaving it set aside.",N... P1,,,,,,,,
Sauna,Promo,Action,,"+1 Card
+1 Action
You may play an Avanto from your hand.This turn, when you play a Silver, you may trash a card from your hand.","+1, P1?",+1,,,X,,,,
Stash,Promo,Treasure,,"When shuffling, you may look through your remaining deck, and may put this anywhere in the shuffled cards.",,,,+,,,,,
Summon,Promo,Event,,"Gain an Action card costing up to . Set it aside. If you did, then at the start of your next turn, play it.",,,,,,,,1,
Walled Village,Promo,Action,,"+1 Card
+2 ActionsAt the start of Clean-up, if you have this and no more than one other Action card in play, you may put this onto your deck.",+2,+1,,,,,,,
Bank,Prosperity,Treasure,,+ per Treasure card you have in play (counting this).,,,,+,,,,,
Bishop,Prosperity,Action,,"+
+1?
Trash a card from your hand. +1? per it costs (round down). Each other player may trash a card from their hand.",,,,+,1,,,,+X
City,Prosperity,Action,,"+1 Card
+2 Actions
If there are one or more empty Supply piles, +1 Card. If there are two or more, +1 Buy and +",+2,+1-2,+1?,+?,,,,,
Colony,Prosperity,Victory,,10,,,,,,,,,10
Expand,Prosperity,Action,,Trash a card from your hand. Gain a card costing up to more than it.,,,,,1,,,1,
Forge,Prosperity,Action,,Trash any number of cards from your hand. Gain a card with cost exactly equal to the total cost in of the trashed cards.,,,,,X,,,1,
Grand Market,Prosperity,Action,,"+1 Card
+1 Action
+1 Buy
+.You can’t buy this if you have any Coppers in play.",+1,+1,+1,+,,,,,
Hoard,Prosperity,Treasure,,"This turn, when you gain a Victory card, if you bought it, gain a Gold.",,,,+,,,,X?,
King's Court,Prosperity,Action,,You may play an Action card from your hand three times.,P3,,,,,,,,
Mint,Prosperity,Action,,"You may reveal a Treasure card from your hand. Gain a copy of it.When you gain this, trash all non-Duration Treasures you have in play.",,,,,*X,,,1,
Monument,Prosperity,Action,,"+
+1",,,,+,,,,,+1
Peddler,Prosperity,Action,,"+1 Card
+1 Action
+During a player's Buy phase, this costs less per Action card they have in play.",+1,+1,,+,,,,,
Platinum,Prosperity,Treasure,,,,,,+,,,,,
Quarry,Prosperity,Treasure,,"This turn, Actions cost less.",,,,+,,,,,
Rabble,Prosperity,Action - Attack,,"+3 Cards
Each other player reveals the top 3 cards of their deck, discards the revealed Actions and Treasures, and puts the rest back in any order they choose.",,+3,,,,,,,
Vault,Prosperity,Action,,"+2 Cards
Discard any number of cards for + each. Each other player may discard 2 cards, to draw a card.",,"+2,-X",,+,,,,,
Watchtower,Prosperity,Action - Reaction,,"Draw until you have 6 cards in hand.When you gain a card, you may reveal this from your hand, to either trash that card or put it onto your deck.",,=6,,,,,,,
Worker's Village,Prosperity,Action,,"+1 Card
+2 Actions
+1 Buy",+2,+1,+1,,,,,,
Contraband,"Prosperity, 1E",Treasure,,"+1 Buy
The player to your left names a card. You can’t buy that card this turn.",,,+1,+,,,,,
Counting House,"Prosperity, 1E",Action,,"Look through your discard pile, reveal any number of Coppers from it, and put them into your hand.",,+X,,,,,,,
Goons,"Prosperity, 1E",Action - Attack,,"+1 Buy
+
Each other player discards down to 3 cards in hand.While you have this in play, when you buy a card, +1?.",,,+1,+,,,,,+X
Loan,"Prosperity, 1E",Treasure,,Reveal cards from your deck until you reveal a Treasure. Discard it or trash it. Discard the other cards.,,,,+,1?,,,,
Mountebank,"Prosperity, 1E",Action - Attack,,"+
Each other player may discard a Curse. If they don’t, they gain a Curse and a Copper.",,,,+,,,2?,,
Royal Seal,"Prosperity, 1E",Treasure,,"While you have this in play, when you gain a card, you may put that card onto your deck.",,,,+,,,,,
Talisman,"Prosperity, 1E",Treasure,,"While you have this in play, when you buy a non-Victory card costing or less, gain a copy of it.",,,,+,,,,1?,
Trade Route,"Prosperity, 1E",Action,,"+1 Buy
Trash a card from your hand. + per Coin token on the Trade Route mat.Setup: Add a Coin token to each Victory Supply pile; move that token to the Trade Route mat when a card is gained from that pile.",,,+1,+,1,,,,
Venture,"Prosperity, 1E",Treasure,,Reveal cards from your deck until you reveal a Treasure. Discard the other cards. Play that Treasure.,,,,+,,,,,
Anvil,"Prosperity, 2E",Treasure,,You may discard a Treasure to gain a card costing up to .,,,,+,,,,1,
Charlatan,"Prosperity, 2E",Action - Attack,,"+
Each other player gains a Curse.In games using this, Curse is also a Treasure worth .",,,,+,,,1,,
Clerk,"Prosperity, 2E",Action - Reaction - Attack,,"+
Each other player with 5 or more cards in hand puts one onto their deck.At the start of your turn, you may play this from your hand.",,,,+,,,,,
Collection,"Prosperity, 2E",Treasure,,"+1 Buy
This turn, when you gain an Action card, +1?.",,,1,+,,,,,+X
Crystal Ball,"Prosperity, 2E",Treasure,,"Look at the top card of your deck. You may trash it, discard it, or, if it's an Action or Treasure, play it.",,,,+,1?,,,,
Investment,"Prosperity, 2E",Treasure,,"Trash a card from your hand.
Choose one: +; or trash this to reveal your hand for +1? per differently named Treasure there.",,,,+?,1,,,,+X??
Magnate,"Prosperity, 2E",Action,,"Reveal your hand.
+1 Card per Treasure in it.",,+X,,,,,,,
Tiara,"Prosperity, 2E",Treasure,,"+1 Buy
This turn, when you gain a card, you may put it onto your deck.You may play a Treasure from your hand twice.",,,1,,,,,,
War Chest,"Prosperity, 2E",Treasure,,The player to your left names a card. Gain a card costing up to that hasn't been named for War Chest this turn.,,,,,,,,1,
Academy,Renaissance,Project,,"When you gain an Action card, +1 Villager.",**+1,,,,,,,,
Acting Troupe,Renaissance,Action,,"+4 Villagers
Trash this.",+4,,,,Self,,,,
Barracks,Renaissance,Project,,"At the start of your turn, +1 Action.",N... +1,,,,,,,,
Border Guard,Renaissance,Action,,"+1 Action
Reveal the top 2 cards of your deck. Put one into your hand and discard the other. If both were Actions, take the Lantern or Horn.",+1,+1,,,,,,,
Canal,Renaissance,Project,,"During your turns, cards cost less, but not less than .",,,,"R1, N... R1",,,,,
Capitalism,Renaissance,Project,,"During your turns, Actions with + amounts in their text are also Treasures.",,,,,,,,,
Cargo Ship,Renaissance,Action - Duration,,"+
Once this turn, when you gain a card, you may set it aside face up (on this). At the start of your next turn, put it into your hand.",,N +1,,+,,,,,
Cathedral,Renaissance,Project,,"At the start of your turn, trash a card from your hand.",,,,,N... 1,,,,
Citadel,Renaissance,Project,,"The first time you play an Action card during each of your turns, replay it afterwards.",**P1,,,,,,,,
City Gate,Renaissance,Project,,"At the start of your turn, +1 Card, then put a card from your hand onto your deck.",,"N... +1,-1",,,,,,,
Crop Rotation,Renaissance,Project,,"At the start of your turn, you may discard a Victory card for +2 Cards.",,"N... -1?,+2?",,,,,,,
Ducat,Renaissance,Treasure,,"+1 Coffers
+1 BuyWhen you gain this, you may trash a Copper from your hand.",,,+1,+1,*1,,,,
Experiment,Renaissance,Action,,"+2 Cards
+1 Action
Return this to its pile.When you gain this, gain another Experiment (that doesn't come with another).",+1,+2,,,Self,,,*1,
Exploration,Renaissance,Project,,"At the end of your Buy phase, if you didn't gain any cards during it, +1 Coffers and +1 Villager.",**+1?,,,**+1?,,,,,
Fair,Renaissance,Project,,"At the start of your turn, +1 Buy.",,,N... +1,,,,,,
Flag,Renaissance,Artifact,,"When drawing your hand, +1 Card.",,+1,,,,,,,
Flag Bearer,Renaissance,Action,,"+When you gain or trash this, take the Flag.",,,,+,,,,,
Fleet,Renaissance,Project,,"After the game ends, there's an extra round of turns just for players with this.",,,,,,,,,
Guildhall,Renaissance,Project,,"When you gain a Treasure, +1 Coffers.",,,,**+1,,,,,
Hideout,Renaissance,Action,,"+1 Card
+2 Actions
Trash a card from your hand. If it's a Victory card, gain a Curse.",+2,+1,,,1,,Self?,,
Horn,Renaissance,Artifact,,"Once per turn, when you discard a Border Guard from play, you may put it onto your deck.",,,,,,,,,
Improve,Renaissance,Action,,"+
At the start of Clean-up, you may trash an Action card you would discard from play this turn, to gain a card costing exactly more than it.",,,,+,*1?,,,1?,
Innovation,Renaissance,Project,,"Once during each of your turns, when you gain an Action card, you may play it.",**P1?,,,,,,,,
Inventor,Renaissance,Action,,"Gain a card costing up to , then cards cost less this turn (but not less than ).",,,,R1,,,,1,
Key,Renaissance,Artifact,,"At the start of your turn, +.",,,,+,,,,,
Lackeys,Renaissance,Action,,"+2 CardsWhen you gain this, +2 Villagers.",*+2,+2,,,,,,,
Lantern,Renaissance,Artifact,,Border Guards you play reveal 3 cards and discard 2. (It takes all 3 being Actions to take the Horn.),,,,,,,,,
Mountain Village,Renaissance,Action,,"+2 Actions
Look through your discard pile and put a card from it into your hand; if you can't, +1 Card.",+2,+1,,,,,,,
Old Witch,Renaissance,Action - Attack,,"+3 Cards
Each other player gains a Curse and may trash a Curse from their hand.",,+3,,,,,1,,
Pageant,Renaissance,Project,,"At the end of your Buy phase, you may pay for +1 Coffers.",,,,"N... (-, +1)?",,,,,
Patron,Renaissance,Action - Reaction,,"+1 Villager
+When something causes you to reveal this (using the word “reveal”) in an Action phase, +1 Coffers.",+1,,,"+
*+1",,,,,
Piazza,Renaissance,Project,,"At the start of your turn, reveal the top card of your deck. If it's an Action, play it.",N... P1?,N... P1?,,,,,,,
Priest,Renaissance,Action,,"+
Trash a card from your hand. For the rest of this turn, when you trash a card, +.",,,,"+,+",1,,,,
Recruiter,Renaissance,Action,,"+2 Cards
Trash a card from your hand. +1 Villager per it costs.",+X,+2,,,1,,,,
Research,Renaissance,Action - Duration,,"+1 Action
Trash a card from your hand. Per it costs, set aside a card from your deck face down (on this). At the start of your next turn, put those cards into your hand.",+1,N +X,,,1,,,,
Road Network,Renaissance,Project,,"When another player gains a Victory card, +1 Card.",,**+1,,,,,,,
Scepter,Renaissance,Treasure,,"When you play this, choose one: +; or replay an Action card you played this turn that's still in play.",P1?,,,+?,,,,,
Scholar,Renaissance,Action,,Discard your hand. +7 Cards.,,"-X,+7",,,,,,,
Sculptor,Renaissance,Action,,"Gain a card to your hand costing up to . If it's a Treasure, +1 Villager.",+1?,,,,,,,1,
Seer,Renaissance,Action,,"+1 Card
+1 Action
Reveal the top 3 cards of your deck. Put the ones costing from to into your hand. Put the rest back in any order.",+1,+1-4,,,,,,,
Sewers,Renaissance,Project,,"When you trash a card other than with this, you may trash a card from your hand.",,,,,**1?,,,,
Silk Merchant,Renaissance,Action,,"+2 Cards
+1 BuyWhen you gain or trash this, +1 Coffers and +1 Villager.",*+1,"+2
*+1",+1,,,,,,
Silos,Renaissance,Project,,"At the start of your turn, discard any number of Coppers, revealed, and draw that many cards.",,"N... -X,+X",,,,,,,
Sinister Plot,Renaissance,Project,,"At the start of your turn, add a token here, or remove your tokens here for +1 Card each.",,+X?,,,,,,,
Spices,Renaissance,Treasure,,"+1 BuyWhen you gain this, +2 Coffers.",,,+1,"+
*+2",,,,,
Star Chart,Renaissance,Project,,"When you shuffle, you may pick one of the cards to go on top.",,,,,,,,,
Swashbuckler,Renaissance,Action,,"+3 Cards
If your discard pile has any cards in it: +1 Coffers, then if you have at least 4 Coffers tokens, take the Treasure Chest.",,+3,,+1?,,,,,
Treasure Chest,Renaissance,Artifact,,"At the start of your Buy phase, gain a Gold.",,,,,,,,1,
Treasurer,Renaissance,Action,,"+
Choose one: Trash a Treasure from your hand; or gain a Treasure from the trash to your hand; or take the Key.",,,,+,1?,,,1?,
Villain,Renaissance,Action - Attack,,"+2 Coffers
Each other player with 5 or more cards in hand discards one costing or more (or reveals they can't).",,,,+2,,,,,
Bazaar,Seaside,Action,,"+1 Card
+2 Actions
+",+2,+1,,+,,,,,
Caravan,Seaside,Action - Duration,,"+1 Card
+1 Action
At the start of your next turn, +1 Card.",+1,"+1, N+1",,,,,,,
Cutpurse,Seaside,Action - Attack,,"+
Each other player discards a Copper (or reveals a hand with no Copper).",,,,+,,,,,
Fishing Village,Seaside,Action - Duration,,"+2 Actions
+
At the start of your next turn: +1 Action and +.","+2, N +1",,,"+, N +",,,,,
Haven,Seaside,Action - Duration,,"+1 Card
+1 Action
Set aside a card from your hand face down (under this). At the start of your next turn, put it into your hand.",+1,"+1, -1, N+1",,,,,,,
Island,Seaside,Action - Victory,,Put this and a card from your hand onto your Island mat.2,,,,,"1,Self",,,,2
Lighthouse,Seaside,Action - Duration,,"+1 Action
+
At the start of your next turn: +.
Until then, when another player plays an Attack card, it doesn't affect you.",+1,,,"+, N +",,,,,
Lookout,Seaside,Action,,"+1 Action
Look at the top 3 cards of your deck. Trash one of them. Discard one of them. Put the other one back on top of your deck.",+1,,,,1,,,,
Merchant Ship,Seaside,Action - Duration,,Now and at the start of your next turn: +.,,,,"+, N +",,,,,
Native Village,Seaside,Action,,"+2 Actions
Choose one: Put the top card of your deck face down on your Native Village mat (you may look at those cards at any time); or put all the cards from your mat into your hand.",+2,+X?,,,,,,,
Outpost,Seaside,Action - Duration,,"If this is the first time you played an Outpost this turn, and the previous turn wasn't yours, then take an extra turn after this one, and you only draw 3 cards for your next hand.",,,,,,,,,
Salvager,Seaside,Action,,"+1 Buy
Trash a card from your hand. + per it costs.",,,+1,+,1,,,,
Smugglers,Seaside,Action,,Gain a copy of a card costing up to that the player to your right gained on their last turn.,,,,,,,,1,
Tactician,Seaside,Action - Duration,,"If you have at least one card in hand: Discard your hand, and at the start of your next turn, +5 Cards, +1 Action, and +1 Buy.",N +1?,"-X, N +5?",N +1?,,,,,,
Treasure Map,Seaside,Action,,"Trash this and a Treasure Map from your hand. If you trashed two Treasure Maps, gain 4 Golds onto your deck.",,,,,"1?, Self",,,4?,
Treasury,Seaside,Action,,"+1 Card
+1 Action
+
At the end of your Buy phase this turn, if you didn't gain a Victory card in it, you may put this onto your deck.",+1,+1,,+,,,,,
Warehouse,Seaside,Action,,"+3 Cards
+1 Action
Discard 3 cards.",+1,"+3,-3",,,,,,,
Wharf,Seaside,Action - Duration,,Now and at the start of your next turn: +2 Cards and +1 Buy.,,"+2, N +2","+1, N+1",,,,,,
Ambassador,"Seaside, 1E",Action - Attack,,Reveal a card from your hand. Return up to 2 copies of it from your hand to the Supply. Then each other player gains a copy of it.,,,,,0-2,,1,,
Embargo,"Seaside, 1E",Action,,"+
Trash this to add an Embargo token to a Supply pile. (For the rest of the game, when a player buys a card from that pile, they gain a Curse.)",,,,+,Self,,**1?,,
Explorer,"Seaside, 1E",Action,,"You may reveal a Province from your hand. If you do, gain a Gold to your hand. If you don't, gain a Silver to your hand.",,,,,,,,1,
Ghost Ship,"Seaside, 1E",Action - Attack,,"+2 Cards
Each other player with 4 or more cards in hand puts cards from their hand onto their deck until they have 3 cards in hand.",,+2,,,,,,,
Navigator,"Seaside, 1E",Action,,"+
Look at the top 5 cards of your deck. Either discard them all, or put them back in any order.",,,,+,,,,,
Pearl Diver,"Seaside, 1E",Action,,"+1 Card
+1 Action
Look at the bottom card of your deck. You may put it on top.",+1,+1,,,,,,,
Pirate Ship,"Seaside, 1E",Action - Attack,,"Choose one: + per Coin token on your Pirate Ship mat; or each other player reveals the top 2 cards of their deck, trashes one of those Treasures that you choose, and discards the rest, and then if anyone trashed a Treasure you add a Coin token to your Pirate Ship mat.",,,,+?,,,,,
Sea Hag,"Seaside, 1E",Action - Attack,,"Each other player discards the top card of their deck, then gains a Curse onto their deck.",,,,,,,1,,
Astrolabe,"Seaside, 2E",Treasure - Duration,,"Now and at the start of your next turn:

+1 Buy",,,"+1, N+1","+, N +",,,,,
Blockade,"Seaside, 2E",Action - Duration - Attack,,"Gain a card costing up to , setting it aside.
At the start of your next turn, put it into your hand. While it's set aside, when another player gains a copy of it on their turn, they gain a Curse.",,,,,,,**1?,1,
Corsair,"Seaside, 2E",Action - Duration - Attack,,"+
At the start of your next turn, +1 Card. Until then, each other player trashes the first Silver or Gold they play each turn.",,N+1,,,,,,,
Monkey,"Seaside, 2E",Action - Duration,,"Until your next turn, when the player to your right gains a card, +1 Card.
At the start of your next turn, +1 Card.",,"**+1, N+1",,,,,,,
Pirate,"Seaside, 2E",Action - Duration - Reaction,,"At the start of your next turn, gain a Treasure costing up to to your hand.When any player gains a Treasure, you may play this from your hand.",,,,,,,,N 1,
Sailor,"Seaside, 2E",Action - Duration,,"+1 Action
Once this turn, when you gain a Duration card, you may play it.
At the start of your next turn, + and you may trash a card from your hand.","1, **P1?",,,N+,N 1?,,,,
Sea Chart,"Seaside, 2E",Action,,"+1 Card
+1 Action
Reveal the top card of your deck. If you have a copy of it in play, put it into your hand.",+1,"+1, +1?",,,,,,,
Sea Witch,"Seaside, 2E",Action - Duration - Attack,,"+2 Cards
Each other player gains a Curse.
At the start of your next turn, +2 Cards, then discard 2 cards.",,"+2, N +2, N-2",,,,,1,,
Tide Pools,"Seaside, 2E",Action - Duration,,"+3 Cards
+1 Action
At the start of your next turn, discard 2 cards.",1,"+3, N-2",,,,,,,
